epoch,train_loss,val_loss,lr
0,0.2164328545331955,0.06813119351863861,5.061224489795918e-06
1,0.03174953535199165,0.014912242069840431,9.122448979591835e-06
2,0.011691560037434101,0.0067870644852519035,1.3183673469387753e-05
3,0.008248086087405682,0.006366292014718056,1.724489795918367e-05
4,0.006877350155264139,0.0035007111728191376,2.1306122448979588e-05
5,0.004954938311129808,0.006534177344292402,2.5367346938775505e-05
6,0.004192353691905737,0.00490933982655406,2.9428571428571423e-05
7,0.0036094877868890762,0.002706408966332674,3.3489795918367344e-05
8,0.0030888968612998724,0.0024712139274924994,3.7551020408163264e-05
9,0.0028203546535223722,0.0018928530625998974,4.1612244897959185e-05
10,0.0024250121787190437,0.004308472387492657,4.5673469387755106e-05
11,0.0020913351327180862,0.0015103246551007032,4.973469387755103e-05
12,0.0022792250383645296,0.0015536523424088955,5.379591836734695e-05
13,0.0017939633689820766,0.0008268735837191343,5.785714285714287e-05
14,0.0020715417340397835,0.0011213986435905099,6.191836734693878e-05
15,0.00209954590536654,0.0014337075408548117,6.59795918367347e-05
16,0.0016122309025377035,0.0010000902693718672,7.004081632653062e-05
17,0.00180711317807436,0.0015326703432947397,7.410204081632655e-05
18,0.0016379582230001688,0.0019273606594651937,7.816326530612247e-05
19,0.001718238228932023,0.0007237591780722141,8.222448979591839e-05
20,0.0014711555559188128,0.0008449672604911029,8.628571428571431e-05
21,0.0015442220028489828,0.001233286107890308,9.034693877551023e-05
22,0.0015621724305674434,0.0016236093360930681,9.440816326530615e-05
23,0.001565626123920083,0.003638535737991333,9.846938775510207e-05
24,0.0016035668086260557,0.0009233936434611678,0.00010253061224489799
25,0.0013964064419269562,0.000662573438603431,0.00010659183673469391
26,0.0014243604382500052,0.0017554706428200006,0.00011065306122448983
27,0.001439203624613583,0.0031339977867901325,0.00011471428571428575
28,0.0012463588500395417,0.00255569932051003,0.00011877551020408167
29,0.0015323631232604384,0.0011282740160822868,0.0001228367346938776
30,0.0011577996192499995,0.0006620074273087084,0.00012689795918367352
31,0.001296772388741374,0.0005918730748817325,0.00013095918367346944
32,0.0012085657799616456,0.0010231505148112774,0.00013502040816326536
33,0.0013281165156513453,0.0007183908019214869,0.00013908163265306128
34,0.0014018946094438434,0.001119798282161355,0.0001431428571428572
35,0.0011000401573255658,0.0019321392755955458,0.00014720408163265312
36,0.0012132703559473157,0.0005541355349123478,0.00015126530612244904
37,0.0011685782810673118,0.0006094691343605518,0.00015532653061224496
38,0.0011378814233466983,0.0013288394547998905,0.00015938775510204088
39,0.0009333258494734764,0.0004938233178108931,0.0001634489795918368
40,0.0009505436173640192,0.0006237482884898782,0.00016751020408163272
41,0.0010625023860484362,0.0005111815989948809,0.00017157142857142865
42,0.0012583154020830989,0.0007314509712159634,0.00017563265306122457
43,0.0011517449747771025,0.0008055155631154776,0.0001796938775510205
44,0.0010186092695221305,0.0007088546990416944,0.0001837551020408164
45,0.0008132537477649748,0.0011544427834451199,0.00018781632653061233
46,0.0010338505962863564,0.0009102682233788073,0.00019187755102040825
47,0.001106693991459906,0.0012095493730157614,0.00019593877551020417
48,0.0009055174887180328,0.0003946930810343474,0.0002000000000000001
49,0.001108195399865508,0.0013541883090510964,0.0002
50,0.0009321609977632761,0.0006196784088388085,0.00019999945320801072
51,0.0008402364910580218,0.0006737831281498075,0.00019999781283802247
52,0.0008596169645898044,0.001573954476043582,0.00019999507890797408
53,0.0008818410569801927,0.0024336548522114754,0.0001999912514477634
54,0.0009500599699094892,0.0008395621553063393,0.00019998633049924693
55,0.0008669508970342577,0.001245024031959474,0.0001999803161162393
56,0.000789180223364383,0.0006588133401237428,0.0001999732083645129
57,0.000780433532781899,0.0006409572088159621,0.00019996500732179695
58,0.0008192033274099231,0.0007706834003329277,0.00019995571307777674
