epoch,train_loss,val_loss,lr
0,0.2818581759929657,0.09310793876647949,5.061224489795918e-06
1,0.05356139317154884,0.018440527841448784,9.122448979591835e-06
2,0.02103964425623417,0.009808291681110859,1.3183673469387753e-05
3,0.014365091919898987,0.008975421078503132,1.724489795918367e-05
4,0.012322536669671535,0.006455344147980213,2.1306122448979588e-05
5,0.009633179754018784,0.007967518642544746,2.5367346938775505e-05
6,0.008155516348779202,0.007201665546745062,2.9428571428571423e-05
7,0.007165264338254929,0.005715230945497751,3.3489795918367344e-05
8,0.006370712071657181,0.004549989476799965,3.7551020408163264e-05
9,0.005941917188465595,0.003936226479709148,4.1612244897959185e-05
10,0.005371118895709515,0.007369764149188995,4.5673469387755106e-05
11,0.0047898623161017895,0.004013681318610907,4.973469387755103e-05
12,0.004975057207047939,0.004167390055954456,5.379591836734695e-05
13,0.004264147952198982,0.002471775747835636,5.785714285714287e-05
14,0.0044580865651369095,0.0025219921953976154,6.191836734693878e-05
15,0.004601127002388239,0.003271691268309951,6.59795918367347e-05
16,0.0037851515226066113,0.002376564545556903,7.004081632653062e-05
17,0.0041158865205943584,0.0030519349966198206,7.410204081632655e-05
18,0.0037157651968300343,0.0037090745754539967,7.816326530612247e-05
19,0.003849913366138935,0.0020103047136217356,8.222448979591839e-05
20,0.003452132223173976,0.0018317343201488256,8.628571428571431e-05
21,0.0036000553518533707,0.002771783620119095,9.034693877551023e-05
22,0.0034450432285666466,0.003643541131168604,9.440816326530615e-05
23,0.003459486411884427,0.005486773326992989,9.846938775510207e-05
24,0.0035578457172960043,0.0021040174178779125,0.00010253061224489799
25,0.0032490005251020193,0.0017200594302266836,0.00010659183673469391
26,0.0032881470397114754,0.0032456032931804657,0.00011065306122448983
27,0.003241803962737322,0.004361542873084545,0.00011471428571428575
28,0.003044054377824068,0.0052741398103535175,0.00011877551020408167
29,0.0033775486517697573,0.0025397236458957195,0.0001228367346938776
30,0.002825300209224224,0.0018712697783485055,0.00012689795918367352
31,0.002949019195511937,0.002269016345962882,0.00013095918367346944
32,0.0029217922128736973,0.0023460236843675375,0.00013502040816326536
33,0.0032040115911513567,0.001845017308369279,0.00013908163265306128
34,0.0032623461447656155,0.00248061609454453,0.0001431428571428572
35,0.0028649179730564356,0.004999465774744749,0.00014720408163265312
36,0.002863821107894182,0.0017387240659445524,0.00015126530612244904
37,0.0030430119950324297,0.001733475481159985,0.00015532653061224496
38,0.002838375512510538,0.002688279142603278,0.00015938775510204088
39,0.0024971324019134045,0.0015044468455016613,0.0001634489795918368
40,0.0025484715588390827,0.0017109186155721545,0.00016751020408163272
41,0.0026948978193104267,0.001518772216513753,0.00017157142857142865
42,0.0031381482258439064,0.002016328740864992,0.00017563265306122457
43,0.0028958048205822706,0.0021158037707209587,0.0001796938775510205
44,0.0026615329552441835,0.002281368477270007,0.0001837551020408164
45,0.002307273680344224,0.0029148149769753218,0.00018781632653061233
46,0.002712476532906294,0.0029191619250923395,0.00019187755102040825
47,0.002809440717101097,0.002633442170917988,0.00019593877551020417
48,0.0025124719832092524,0.0016205350402742624,0.0002000000000000001
49,0.002822627779096365,0.0022087281104177237,0.0002
50,0.0025164522230625153,0.001859581912867725,0.00019999945320801072
51,0.002345137996599078,0.002138413256034255,0.00019999781283802247
52,0.0024245395325124264,0.003994496073573828,0.00019999507890797408
53,0.002493298612535,0.0036770955193787813,0.0001999912514477634
54,0.002547097159549594,0.0020733559504151344,0.00019998633049924693
55,0.002482478739693761,0.0028098952025175095,0.0001999803161162393
56,0.0023089523892849684,0.0022201172541826963,0.0001999732083645129
57,0.0022047453094273806,0.0016861698823049664,0.00019996500732179695
58,0.002349640941247344,0.00217874301597476,0.00019995571307777674
59,0.0022920817136764526,0.0015372075140476227,0.00019994532573409262
60,0.0021985333878546953,0.0014637310523539782,0.00019993384540433894
61,0.002042289823293686,0.0017640944570302963,0.00019992127221406275
62,0.0023242684546858072,0.0016274936497211456,0.0001999076063007624
63,0.0023146725725382566,0.002007052069529891,0.0001998928478138862
64,0.0020669037476181984,0.0014048605225980282,0.0001998769969148305
65,0.0021660670172423124,0.002508664270862937,0.00019986005377693828
66,0.0020740050822496414,0.0017149362247437239,0.00019984201858549695
67,0.002131379209458828,0.0022656593937426805,0.00019982289153773648
68,0.0021742985118180513,0.002650900511071086,0.0001998026728428272
69,0.0020847239065915346,0.0021809018217027187,0.0001997813627218775
70,0.00221501593478024,0.0028737697284668684,0.00019975896140793145
71,0.001888756058178842,0.0022691336926072836,0.00019973546914596625
